"sku","title","tags"
1776928165,"Photoshop for Lunch™ - Double Exposure Effect - Masks, Blends, Styles","Adobe Photoshop+Creative+Digital Illustration+Digital Photography+Graphic Design+Illustration+Social Media"
1778259509,"Instagram Essentials: Build Your Brand, Grow Your Community","Creative+Photography+Skillshare Original"
1778415164,"Javascript Fun: Build a Photo Editor App!","CSS+HTML+Javascript+Technology+Web Design+Web Development"
1778792481,"Adobe Camera Raw and Lightroom for Lunch™ - Fix Perspective and Lens Distortion","Adobe Camera Raw+Adobe Lightroom+Adobe Photoshop+Creative+Digital Photography+Photo Editing+Photography+Post Production"
1779034937,"Intuitive Illustration: 4 Quick, Fun Exercises to Unlock Creativity","Creative+Creativity+Daily Practice+Digital Illustration+Doodling+Illustration+Skillshare Original+Visual Arts"
1779668813,"\"Time Blend\" Photo Editing: A Method to Blend Multiple Exposures","Adobe Photoshop+Creative+Instagram+Photo Editing+Photo Retouching+Photography+Skillshare Original+Travel Photography"
1782124914,"Programming Data Visualizations: A Coding Toolkit for Processing","Coding+Creative+Data Visualization+Graphic Design+Information Design+Processing Language+Programming Languages+Skillshare Original"
1782211256,"Strategy: Essentials for Management, Consulting and Startup Success","Business+Business Development+Business Modeling+Entrepreneurship+Leadership+Management+Productivity+Staff Pick"
1785933369,"Creating & Using Custom 3D Objects in Illustrator","3D Design+Adobe Illustrator+Art+Creative+Digital Illustration+Graphic Design+Illustration+Vector Graphics"
1787282580,"Introduction to Starting Your Own Fashion Label","Business+Entrepreneurship+Fashion Branding+Fashion Design+Garment Production+Project Management+Sales+Skillshare Original"
1788857880,"DIY Filming: Creating Pro Video with Tools You Already Own | Learn with Vimeo","Creative+Film Production+Skillshare Original+Video Editing+Vimeo"
1789656808,"Watercolor Boot Camp: Drills and Techniques for Success","Color+Creative+Fine Art+Illustration+Painting+Sketching+Surface Design+Watercolors"
1790049045,"Outdoor Model Photography: Capturing Subjects with Landscapes","Adobe Lightroom+Creative+Dslr+Landscape Photography+Model Photography+Photography+Skillshare Original"
1791848971,"Painting Trendy Greenery in Watercolor","Creative+Fine Art+Painting+Stationery+Surface Pattern Design+Watercolors"
1792174037,"Art Nouveau Illustrations on Your iPad in Procreate","Creative+Digital Illustration+Drawing+Graphic Design+Illustration+Ipad+Procreate"
1792677039,"Perfect Instagram Flatlay 101","Creative+Flatlay+Instagram+IPhone+Lifestyle Photography+Photo Editing+Photography+Social Media"
1793102068,"Fun With Spaces: Create a Stylised Scene in Procreate + Animation","Animation+Creative+Design Projects+Gifs+Illustration+Procreate"
1795386549,"In-Camera Double Exposure Photography","Camera+Creative+Digital Photography+Double Exposure+IPhone+Lighting+Photography+Portrait Photography"
1797522122,"Watercolor Landscape - Dancing Northern Lights and Pine Forest","Creative+Fine Art+Illustration+Painting+Watercolor+Watercolor Painting+Watercolors"
1799122914,"Isometric Design for Beginners","Adobe Illustrator+Creative+Digital Illustration+Graphic Design+Icon Design+Illustration+Vector"
1800324334,"Illustrating in Procreate: Draw a fox!","Art+Character Design+Creative+Digital Illustration+Drawing+Illustration+Ipad+Procreate"
1800382869,"Procreate Basics:  Keeping a Digital Sketchbook on Your iPad Pro","Creative+Design Skills+Digital Illustration+Illustration+Ipad+Procreate+Sketch+Sketchbook+Sketching"
1801837880,"Drawing Other Worlds: An Introduction to Fantasy Illustration","Adobe Fresco+Cartoon+Comic Art+Creative+Digital Illustration+Drawing+Illustration+Visual Storytelling"
1802339603,"Painting Trees with the ABCs","Creative+Drawing+Fine Art+Illustration+Landscape+Painting+Sketchbook+Watercolors"
1805216824,"Make Your Own Clothing: Introduction to Garment Construction","Creative+Fashion Design+Garment Construction+Garment Fitting+Graphic Design+Sewing+Skillshare Original"
1807022536,"Mesmerize: Create Mind-Bending GIFs with After Effects and Photoshop","Adobe After Effects+Adobe Photoshop+Animation+Creative+Gifs+Motion Graphics"
1807445574,"Self Portraits: Telling Your Unique Story","Adobe Lightroom+Creative+Dslr+Photography+Portrait Photography+Portraits+Staff Pick+Visual Storytelling"
1807478827,"Classic Illustration - Drawing From Objects & Images","Adobe Illustrator+Art Print+Creative+Drawing+Illustration+Sketching+Textures+Vector Graphics"
1808936458,"Drawing for Personal Growth: 5 Exercises for Self-Discovery","Creative+Drawing+Illustration+Journaling+Personal Development+Skillshare Original"
1809224538,"Fundamentals of Illustrator III: Color, Swatches & Patterns","Adobe Illustrator+Creative+Digital Illustration+Graphic Design+Illustration+Skillshare Original"
1809724952,"Using Gold Leaf in your Artwork","Art+Creative+Creativity+Illustration+Painting+Watercolors"
1810443793,"Adobe Photoshop CC – Essentials Training Course","Adobe Photoshop+Color Correction+Creative+Graphic Design+Photo Editing+Photo Retouching+Print Design+Visual Effects"
1812564520,"4 Text Effects in Procreate - A Procreate for Lunch™ Class","Creative+Design Projects+Digital Illustration+Digital Painting+Graphic Design+Illustration+Ipad+Procreate+Typography"
1812677088,"Filmmaking Booster Class: 9 Game-changing Essentials Not Taught Online","Camera+Creative+DSLR Video+Film Production+Filmmaking+Video+Video Production+Videography"
1813360881,"Cover Design Tips for Digital Products","Concept Design+Creative+Creative Market+Design Thinking+Freelance & Entrepreneurship+Graphic Design+Illustration+Visual Design"
1813888509,"Photoshop for Lunch™ - Abstract Glowing Backgrounds","Adobe Photoshop+Compositing+Creative+Digital Illustration+Graphic Design+Illustration"
1814132356,"The Ultimate Guide to Shape Layers in After Effects","Adobe After Effects+Adobe Illustrator+Animation+Creative+Graphic Design+Motion Graphics"
1814359174,"Ink and Color in Procreate® for Illustrators","Creative+Digital Illustration+Digital Painting+Illustration+Ipad+Procreate+Staff Pick+Surface Design"
1815121175,"Using Premiere Pro & Dreamweaver 2017 to make a website with a background video","Creative+Dreamweaver+Film Editing+Premiere Pro+Technology+UI/UX Design+Video Editing+Web Design+Web Development"
1816239284,"Writing Authentic Fiction: How to Build a Believable Character","Brainstorming+Creative+Creative Writing+Fiction+Skillshare Original+Storytelling+Writing+Writing & Publishing"
1818748820,"Illustrator for Lunch™ - Create a Nighttime Cityscape Image","Adobe Illustrator+Creative+Design Skills+Design Techniques+Digital Illustration+Graphic Design+Illustration+Vector Art+Vector Graphics"
1822250001,"Illustrator for Lunch™ - Whimsical Text Effects","Adobe Illustrator+Animation+Creative+Design Techniques+Digital Illustration+Illustration+Surface Pattern Design+Vector Art+Vector Graphics"
1822503573,"Finding Instagram Success: Build an Account People Care About | Learn with Later","Instagram+Instagram Marketing+IPhone+Lifestyle+Other+Personal Branding+Skillshare Original+Social Media"
1823124679,"Drawing Custom Lettering: Concept to Final Vector and Beyond","Creative+Design+Hand Lettering+Identity Design+Illustration+Lettering+Logotype+Vectoring"
1823203500,"Build a Watercolor Wreath in Photoshop Using Your Hand Painted Watercolor Elements","Adobe Photoshop+Collage+Creative+Design Thinking+Graphic Design+Surface Design+Watercolor Floral+Watercolors"
1823522844,"From Paper to Screen: Digitally Editing Your Artwork in Photoshop","Adobe Photoshop+Color+Creative+Design Skills+Editing+Illustration+Post Production+Society6+Textures"
1823837212,"Design Your Own Custom Enamel Mugs","Adobe Illustrator+Creative+Drawing+Graphic Design+Illustration"
1824036278,"How to Paint: Watercolor Houseplants | Monstera","Creative+Fine Art+Illustration+Painting+Watercolors"
1825310148,"Character Design: Create a Character from any Animal","Character Animation+Character Design+Comic+Concept Design+Creative+Drawing+Illustration+Sketching"
1825594685,"Preparing for Letterpress: Design a Hand-Lettered Invitation ","Creative+Design+Hand Lettering+Illustration+Layout Design+Lettering+Letterpress+Wedding"
1825885321,"Introduction To Cartoon Character Design","Cartoon+Creative+Digital Illustration+Illustration+Sketching+Skillshare Original"
1826346111,"Getting Started with Gouache: Learn the Basics, Build Confidence","Color+Creative+Fine Art+Gouache+Illustration+Mixing+Painting+Sketchbook"
1827377946,"Illustrator for Lunch™ - More fun with Scripts - Text to code, more scripts, more fun (trees too!)","Adobe Illustrator+Creative+Digital Illustration+Graphic Design+Illustration+Pattern Design"
1828111652,"Illustrator for Lunch™ - Pattern Know-how - Install, Transform, Recolor","Adobe Illustrator+Creative+Digital Illustration+Graphic Design+Illustration+Pattern Design"
1829141067,"Calligraphy Essentials: From First Script to Final Flourish","Calligraphy+Creative+Hand Lettering+Illustration+Lettering+Logo Design+Skillshare Original+Typography"
1829375681,"Trap Music Production: Drums, Baselines, and Melodies","Creative+Music Composition+Music Fundamentals+Music Production+Reason+Skillshare Original"
1829477768,"A Gazillion Ways to Letter: Find Your Lettering Style","Color+Creative+Digital Illustration+Graphic Design+Hand Lettering+Illustration+Ipad+Lettering+Typography"
1830050075,"Create a Botanical Alphabet","Calligraphy+Creative+Creative Writing+Hand Lettering+Illustration+Lettering+Typography"
1831141258,"Draw Your Life: Intro to Illustrated Journaling","Creative+Creativity+Digital Illustration+Drawing+Graphic Design+Illustration+Journaling+Staff Pick"
1831372205,"Full Stack Web Development for Beginners- Part 1: HTML, CSS, Responsive Design","CSS+CSS3+HTML+HTML5+Responsive Web Design+Technology+Web Design+Web Development"
1832339814,"Vector Illustration: Design a Playful Character Using Geometric Shapes","3D Design+Affinity Designer+Character Design+Creative+Digital Illustration+Illustration+Pokedstudio+Skillshare Original"
1832925911,"Outdoor Photography: Shooting at Sunset, Sunrise, and Night","Creative+Digital Photography+Instagram+Nature Photography+Photo Editing+Photographic Composition+Photography+Skillshare Original"
1833604766,"Creative Illustration: Draw Your Dream Vacation","Creative+Fashion Illustration+Fine Art+Illustration+Inspiration+Painting+Sketchbook+Skillshare Original+Travel"
1834266222,"iPad Surface Design in Affinity Designer: Vectors, Textures, Artboards, and Repeat Patterns","Affinity+Affinity Designer+Creative+Digital Illustration+Graphic Design+Ipad+Repeat Patterns+Surface Design"
1835860820,"Animate with Depth: Cameras, Lights and 3D Layers in After Effects","3D Animation+Adobe After Effects+Animation+Creative+Graphic Design+Motion Graphics"
1836794116,"Photoshop for Lunch™ - Whimsical Rotated Patterns","Adobe Photoshop+Creative+Digital Illustration+Graphic Design+Illustration+Surface Pattern Design"
1838495773,"Adobe Illustrator: Design with Gradients","Adobe Illustrator+Creative+Digital Illustration+Graphic Design+Illustration+Vector Art+Vector Graphics+Video Games"
1839463463,"Product Analytics Essentials: 3 Reports to Drive Impact | Learn with Mixpanel","Analytics+Business Analytics+Mixpanel+Product Analytics+Product Management+Skillshare Original+Technology+User Experience"
1840299617,"Pricing Work in a Side Hustle or Freelance Business","Blogging+Business+Entrepreneurship+Finance+Freelance & Entrepreneurship+Freelancing+Home Business+Pricing+Small Business"
1840327476,"Hand Lettering Fun Phrases: Illustrated Wordplay through Typography","Creative+Hand Lettering+Illustration+Lettering+Logo Design+Skillshare Original+Typography"
1840475868,"Adobe Camera Raw and Lightroom for Lunch™ - Create Mood & Light in Early Evening Photos","Adobe Lightroom+Adobe Photoshop+Creative+Digital Photography+Photo Retouching+Photography+Street Photography"
1841135938,"Pet Portraits: Capture Studio-Quality Photos of Your Pet","Cats+Creative+Dogs+Dslr+Lighting+Pets+Photography+Portrait Photography+Studio Setup"
1841310102,"Film Photography: Playing with Light","Analog+Creative+Film Photography+Lomography+Long Exposure+Multiple Exposure+Photography+Skillshare Original"
1841397298,"Think Like a Designer: Making an Art Poster","Art+Book Design+Creative+Design Research+Graphic Design+Logo Design+Poster Design+Skillshare Original"
1842360015,"How to Paint Watercolor Wreaths on Your iPad in Procreate + Free Watercolor Brushes","Creative+Digital Illustration+Digital Painting+Fine Art+Graphic Design+Illustration+Ipad+Procreate+Watercolors"
1842453075,"Large Scale Repeating Patterns in Illustrator - an Illustrator for Lunch™ class","Adobe Illustrator+Creative+Design Patterns+Digital Illustration+Graphic Design+Illustration+Scrapbooking+Surface Pattern Design+Textiles"
1842692323,"Illustrator for Lunch™ - Create a Wave Pattern","Adobe Illustrator+Creative+Design Skills+Digital Illustration+Graphic Design+Illustration+Surface Pattern Design+Vector Graphics"
1843576893,"10 Steps to Boosting Your Artwork to the Next Level","Art+Creative+Illustration"
1844170411,"Explore Winter in Your Botanical Sketchbook","Colored Pencils+Creative+Fine Art+Gouache+Mixed Media+Sketchbook+Sketching+Watercolors"
1844232734,"Adobe Camera Raw and Lightroom for Lunch™ - Process Underexposed Images - Shadows Highlights Filters","Adobe Lightroom+Adobe Photoshop+Creative+Digital Photography+Photo Editing+Photo Retouching+Photography"
1844372374,"Watercolor Mixing, Finding Your Color Identity","Color+Color Theory+Concept Art+Creative+Illustration+Swatches+Watercolors"
1845382556,"Illustrator for Lunch™ - Create an Ikat Inspired Pattern","Adobe Illustrator+Creative+Digital Illustration+Fabric+Graphic Design+Illustration+Pattern Design+Surface Pattern Design"
1846056078,"Digitize & Upcycle Your Watercolor Paintings Using Photoshop","Adobe Photoshop+Creative+Design Patterns+Graphic Design+Pattern Design+Surface Design+Surface Pattern Design+Watercolor Florals+Watercolors"
1846181584,"Photoshop for Lunch™ - Create Text on a Path - Paths, Type, Pen tool","Adobe Photoshop+Creative+Design Skills+Digital Illustration+Graphic Design+Illustration+Logo Design+Typography"
1846614945,"HDR Photo Editing: Perfecting Light and Detail | Learn with macphun","Aurora HDR+Creative+Digital Photography+HDR Photography+Macphun+Photo Editing+Photography+Skillshare Original"
1847172085,"Expressive Brushwork: Bring Your Marks to Life","Creative+Drawing+Fine Art+Illustration+Ink+Painting+Sketching+Watercolors"
1847643520,"iPhone Food Photography: Capturing Coffee, Dessert, and More","Creative+Digital Photography+Food & Drink+Instagram+Photo Editing+Photography+Skillshare Original+Snapseed"
1848604726,"Getting Started with a Botanical Sketchbook","Art+Creative+Drawing+Painting+Sketchbook+Sketching+Watercolors"
1849608686,"Everyday Flowers: Simple, Stunning Arrangements for Any Occasion","Creativity+Decorating+Flowers+Home Decor+Lifestyle+Other+Plants+Skillshare Original+Styling"
1851764446,"Intro to HTML Email Development","Email+Email Marketing+HTML+Marketing+Staff Pick+Technology+Web Development"
1852389088,"Art Licensing for Surface Pattern designers","Art Licensing+Creative+Fashion Illustration+Freelancing+Illustration+Pattern Design+Surface Pattern Design+Textiles"
1853079202,"Intro to Package Design: Creativity, Print Production, and Hot Sauce","Adobe Illustrator+Cartoon+Creative+Graphic Design+Hot Sauce+Print Design"
1854358537,"Characters in Motion: Capturing Motion in Illustration","Art+Character Animation+Creative+Digital Illustration+Drawing+Illustration+Sketching+Skillshare Original"
1857854546,"Unflat: Make Vector Textures from Scratch in Illustrator CC","Adobe Illustrator+Creative+Digital Illustration+Flat Design+Food & Drink+Illustration+Textures+Vector Art+Vector Graphics"
1858961452,"How to Critique Any Design","Business+Business Skills+Criticism+Design Thinking+Leadership+Staff Pick"
1862610996,"Product Photography: Style and Edit for Stronger Images","Branding+Creative+IPhone+Lighting+Photo Editing+Photographic Composition+Photography+Storytelling+Styling"
1863252570,"Knitting II: Learn Stitch Widths with a Triangle Scarf","Crafts+DIY+Knit For Beginners+Knitting+Knitwear+Lifestyle+Sewing+Skillshare Original"
1868090381,"Introduction to Lighting for Videography","Cinematography+Creative+Film Production+Lighting+Lighting For Video+Studio Setup+Video+Videography"
1871483212,"Illustrator for Lunch™ - Clipping Masks, Opacity Masks & Layer Masks","Adobe Illustrator+Creative+Design Skills+Digital Illustration+Graphic Design+Illustration+Logo Design+Vector Graphics"
1872963115,"The Perfect 100 Day Project: Your Guide to Explosive Creative Growth","Business+Career Development+Creativity+Creativity & Innovation+Design Projects+Freelance & Entrepreneurship+Illustration+Personal Development+Projects"
1873320907,"Drawing in Illustrator CC: Essential and Advanced Techniques","Adobe Illustrator+Creative+Digital Illustration+Digitize+Drawing+Illustration"
1874347801,"Drawing Delightful Animals in Photoshop: A Photoshop for Illustrators Class","Adobe Photoshop+Art+Creative+Digital Illustration+Digital Painting+Drawing+Illustration+Picture Book Illustration"
1875995206,"Drawing the Flourish Basics and Beyond","Art+Creative+Creativity+Drawing+Fine Art+Illustration"
1877322817,"Crafting a Consistent Brand / A Brand First Workshop","Branding+Business+Content Marketing+Content Strategy+Marketing+Personal Branding+Social Media+Staff Pick"
1879384116,"Photoshop for Lunch™ - Snapshot to Art - 3 Photo Effects - Faux Orton, Gradient Map, Tritone","Adobe Photoshop+Creative+Digital Photography+Graphic Design+Photo Editing"
1880071331,"Digital Illustration: Communicate with Color, Pattern and Texture","Adobe Illustrator+Adobe Photoshop+Color Theory+Creative+Digital Illustration+Graphic Design+Illustration"
1882061233,"Illustrator for Lunch™ - 10 in 10 - 10 Align tips in 10 minutes or less","Adobe Illustrator+Art+Creative+Design Techniques+Digital Illustration+Graphic Design+Illustration+Vector Graphics"
1882869350,"Creative Leadership Toolkit: Curiosity, History, and Discovery","Business+Creative+Creativity & Innovation+Design Research+Ideation+Inquiry-Based Learning+Leadership+Skillshare Original"
1882977970,"Illustrator for Lunch™ - String Art Inspired Designs","Adobe Illustrator+Creative+Design Skills+Digital Illustration+Graphic Design+Illustration+Logo Design+Vector Graphics"
1884567967,"Character Design with Story","Character Design+Concept Art+Creative+Drawing+Graphic Design+Illustration+Visual Storytelling"
1885215356,"Type Design: Introduction to Effects in Illustrator","Adobe Illustrator+Creative+Graphic Design+Logo Design+Skillshare Original+Typeface Design+Typography"
1886569668,"Drawing & Painting Crystals & Gems Made Easy in Watercolor & Gouache","Art+Creative+Drawing+Fine Art+Illustration+Painting+Watercolor Painting+Watercolors"
1888082231,"Procreate Animation: Make Fun GIFs & Videos","2d Animation+Animation+Art+Creative+Gifs+Illustration+Ipad+Procreate"
1889583659,"Easy Doodling & Painting Fun! Create Gorgeous Botanical & Floral Illustrations in Watercolor & Ink","Art+Creative+Drawing+Fine Art+Illustration+Painting+Watercolor Painting+Watercolors"
1890152269,"Super Fast Motion Title Editing In Premiere Pro With Essential Graphics","Adobe After Effects+Animation+Creative+Film & Video+Motion Graphics+Premiere Pro"
1891222267,"How To Design and Slice Email Graphics","Advertising+Creative+Email+Email Marketing+Graphic Design+Marketing+Marketing Design"
1892035465,"Bitesized Branding: Define Your Audience ","Branding+Business+Business Development+Business Modeling+Entrepreneurship+Marketing"
1893972902,"The Art of the Story: Creating Visual Narratives","Creative+Graphic Design+Illustration+Skillshare Original+Typography+Visual Storytelling"
1898153385,"Illustrator for Lunch™ - Warp Shapes & Text - Envelope Distort, Warp, Gradients","Adobe Illustrator+Creative+Digital Illustration+Graphic Design+Illustration+Typography"
1898587308,"Watercolor for Surface Pattern Design: Working with Adobe Illustrator","Adobe Illustrator+Creative+Design+Illustration+Painting+Surface Pattern Design+Watercolors"
1899856689,"Botanical Illustration: Draw a Flower Flat Lay","Botanical+Creative+Digital Illustration+Doodle+Floral+Flowers+Illustration+Ipad+Procreate"
1900474070,"Illustrating in Procreate: Drawing a Shareable Timelapse","Character Design+Creative+Digital Illustration+Digital Painting+Illustration+Procreate+Skillshare Original+Timelapse"
1900514882,"Shading with Patterns in Illustrator","Adobe Illustrator+Creative+Graphic Design+Illustration+Styling+Textures+Vector+Visual Design"
1901350297,"Photoshop for Lunch™ - Create a Mandala - Template, Rotation, Texture, Gradients, Pen, and Shapes","Adobe Photoshop+Art+Creative+Digital Illustration+Graphic Design+Illustration"
1901705102,"Color with Adobe Kuler","Adobe Illustrator+Adobe Photoshop+Color+Color Theory+Creative+Illustration+Surface Pattern Design+Vector Graphics+Web Graphics"
1903716232,"UpWork Freelancing: Your Guide to Finding Remote Freelance Jobs","Business+Career Development+Freelance & Entrepreneurship+Freelancing+Interviewing+Make Money Online+Online Freelancing+Upwork"
1904016453,"Creative Drawing With Simple Shapes","Art+Crafts+Creative+Creativity+Drawing+Fine Art+Illustration"
1904610403,"Digitize Your Watercolors: Getting Started With Photoshop","Adobe Photoshop+Creative+Digital Illustration+Graphic Design+Illustration+Visual Design+Watercolors"
1905506823,"Choose Must: Learning from the Paths of Others","Creative+Graphic Design+Skillshare Original"
1906235852,"Illustrator for Lunch™ - Create Hi-Tech HUD rings","Adobe Illustrator+Creative+Design Skills+Design Techniques+Digital Illustration+Graphic Design+Illustration+Surface Pattern Design+Vector Graphics"
1906420066,"How to Discover Profitable Design Trends Before Anyone Else – and Create Artwork with Mass Appeal","Business+Design Business+Illustration+Marketing+Trends"
1906734506,"Character Illustration: Drawing Faces, Figures & Clothing","Character Design+Comics+Creative+Drawing+Figure Drawing+Fine Art+Illustration+Sketching+Skillshare Original"
1906826789,"Food Photography: Prepping a Photo Shoot","Creative+Digital Photography+Flash Photography+Photographic Composition+Photography+Portrait Photography+Skillshare Original"
1908812555,"Watercolor: 10 Easy Projects Anyone Can Paint","Color Theory+Creative+Drawing+Fine Art+Illustration+Painting+Visual Arts+Watercolors"
1909977161,"Photoshop for Lunch™ - Valentine's Day Inspired Hearts","Adobe Photoshop+Creative+Digital Illustration+Graphic Design+Illustration+Scrapbooking"
1915304526,"Adobe Illustrator: Level Up Your Colours","Adobe Illustrator+Color Theory+Creative+Digital Illustration+Graphic Design+Illustration+Vector"
1915399850,"Watercolor Collage Illustration","Collage+Creative+Creativity+Fine Art+Illustration+Painting+Watercolors"
1917341799,"Conduct Outstanding Interviews for Articles, Blog Posts & Podcasts","Blogging+Business+Editorial Writing+Entrepreneurship+Freelancing+Interviewing+Journalism+Podcasting+Writing & Publishing"
1918378876,"5 Hexagon Patterns in Illustrator - an Illustrator for Lunch™ course","Adobe Illustrator+Creative+Design Skills+Graphic Design+Illustration+Pattern Design+Scrapbooking+Surface Pattern Design+Vector Graphics"
1918882966,"Adobe Photoshop CC – Advanced Training Course","3D Design+Adobe Photoshop+Creative+Graphic Design+Photo Editing+Photo Retouching+Retouching+Visual Design"
1919793620,"Italian Chef Secrets: How to Make Perfect Thin Crust Pizza","Cooking+Culinary+Danny Meyer+Food & Drink+Lifestyle+Marta+Pizza+Skillshare Original"
1920462158,"Vector Illustration: Bold Duo Tones & Negative Space","Creative+Digital Illustration+Graphic Design+Illustration+Vector Art+Visual Design"
1921237697,"Productive Prioritization: Tools to Build Your System | Learn with Trello","Business+Collaboration+Entrepreneurship+Product Design+Productivity+Skillshare Original+Trello"
1924060779,"Time-Saving Actions in Adobe Illustrator: Automate Your Workflow to Design Better, Faster","Adobe Illustrator+Art+Creative+Digital Illustration+Graphic Design+Illustration+Logo Design"
1924221135,"Discovering Success: 7 Exercises to Uncover Your Purpose, Passion & Path","Business+Career Development+Entrepreneurship+Freelance & Entrepreneurship+Professional Growth+Skillshare Original"
1924282523,"How to Present Logos with Mockups","Concept Design+Creative+Digital Photography+Freelancing+Graphic Design+Logo Design+Photo Editing"
1924522318,"Procreate Animation for Illustrators: Create Easy GIFs in Procreate 5","Animation+Creative+Digital Illustration+Gifs+Illustration+Ipad+Procreate"
1925976941,"Easy Watercolor Patterns Using Brush Pens + Illustrator","Adobe Illustrator+Brush Pens+Creative+Illustration+Pattern Design+Surface Pattern Design+Watercolors"
1928239149,"Draw By Number - An Easy Way to Create Awesome Detailed Art","Art+Crafts+Creative+Creativity+Drawing+Fine Art+Illustration"
1929277108,"Beautiful Plastic: Creating a Great Designer Toy","Art Direction+Creative+Industrial Design+Product Design+Prototyping+Skillshare Original+Toy Design+UI/UX Design"
1930585582,"Hand Lettering for Chalk Murals","Calligraphy+Chalk Lettering+Creative+Graphic Design+Hand Lettering+Illustration+Lettering+Skillshare Original"
1932020913,"Make Ikat Patterns in Photoshop - A Photoshop for Lunch™ class","Adobe Photoshop+Creative+Digital Illustration+Fabric+Graphic Design+Pattern Design+Scrapbooking+Surface Pattern Design+Textiles"
1932781849,"Logo Design: Adventurous Illustrative Badges","Adobe Illustrator+Creative+Design Skills+Graphic Design+Icon Design+Illustration+Logo Design+T-Shirt Design"
1934057520,"Brand Management: Creating What Sets You Apart","Branding+Business+Business Development+Company Culture+Entrepreneurship+Marketing+Percolate+Skillshare Original"
1934870016,"Pattern Design Workflow: Sketch and Draw Motifs with Adobe Fresco","Adobe Fresco+Creative+Digital Illustration+Floral+Illustration+Pattern Design+Surface Design+Surface Pattern Design"
1934895986,"Introduction to Social Media Strategy | Learn with Buffer","Buffer+Business+Content Strategy+Marketing+Skillshare Original+Social Media+Social Media Advertising+Social Media Marketing"
1935086734,"Photoshop for Lunch™ - Create Organic Patterns - Pen, Offset Filter, Free Transform and More","Adobe Photoshop+Creative+Design Techniques+Digital Illustration+Graphic Design+Illustration+Pattern Design+Surface Pattern Design"
1936774143,"Introduction to Jewelry Making: From Amateur to Artist","Crafts+Creative+Fashion Design+Handmade Jewelry+Jewelry Design+Jewelry Repair+Lifestyle+Skillshare Original"
1938197477,"Demystifying Graphic Design: How Posters Work","Cooper Hewitt+Creative+Graphic Design+Illustration+Posters+Skillshare Original+Visual Arts"
1938759291,"Creative Image-Making: Layered Color Effect Using Channels in Photoshop","Adobe Photoshop+Art+Color+Color Theory+Creative+Digital Illustration+Graphic Design+Illustration"
1939856144,"Presentation Design for Smart People","Business+Graphic Design+Keynote+Powerpoint+Presentation Design+Productivity+Public Speaking+Staff Pick+Visual Storytelling"
1940312319,"Surface Pattern Design Fundamentals II - Design a Jungle Animal Inspired Pattern Collection","Creative+Digital Illustration+Fashion Design+Illustration+Pattern Design+Product Design+Surface Design+Surface Pattern Design"
1941434553,"Skillshare Talks | From Dreaming to Doing with Creative Freelancer Bonnie Christine","Business+Entrepreneurship+Freelance & Entrepreneurship+Graphic Design+Illustration+Small Business+Surface Design+Surface Pattern Design"
1941682884,"Illustrator for Lunch™ - Create a Whimsical Tree","Adobe Illustrator+Creative+Design Techniques+Digital Illustration+Graphic Design+Illustration+Surface Pattern Design+Vector Art+Vector Graphics"
1941759612,"Creating Brand Systems: An Overview of Combining Logos and Type","Creative+Graphic Design+Illustration+Lettering+Logo Design+Skillshare Original+Typography"
1944669273,"You Can Draw Anything! In 3 Simple Steps","Art+Creative+Creativity+Drawing+Fine Art+Illustration+Sketching+Visual Arts"
1947295216,"Adobe Camera Raw and Lightroom for Lunch™ - Keywording Images in Bridge and Lightroom","Adobe Bridge+Adobe Camera Raw+Adobe Lightroom+Adobe Photoshop+Creative+Digital Photography+Photography"
1947611070,"Overcome Creative Slumps with Easy Art Play","Creative+Creativity+Drawing+Fine Art+Landscape+Quilting+Sketchbook+Sketching+Watercolors"
1948038160,"Defeat the Blank Page: Discover Inspiration Inside and Outside Your Sketchbook","Collage+Creative+Drawing+Fine Art+Gouache+Painting+Sketchbook+Sketching+Watercolors"
1948270521,"Learn to Draw: Daily Practices to Improve Your Drawing Skills","Art+Creative+Digital Painting+Drawing+Fine Art+Illustration+Sketching+Tutorial"
1949690965,"Video on a Budget: Prepare for Your Shoot Without Breaking the Bank","Creative+Film & Video+Location Scouting+Skillshare Original+Video+Video Pre-Production+Video Production+Videography"
1951830724,"Make it Fun, Make it Sell: Dive Into Commercial Illustration","Creative+Design+Design Thinking+Illustration+Visual Arts+Watercolors"
1952770059,"Creating Spicy Chili Peppers Using the Volume Mesher","3D+Adobe Photoshop+Animation+Cinema 4D+Creative+Graphic Design+Motion Graphics"
1952849870,"Pick Your Best Photos in Lightroom","Adobe Lightroom+Creative+Digital Photography+Photo Editing+Photo Organization+Photography+Social Media"
1955610883,"Narrative Art: Drawing Imaginary Characters","Cartoon+Character Design+Concept Art+Creative+Digital Illustration+Drawing+Illustration+Staff Pick"
1955986337,"Spruce up Your Portfolio - Even if you've never had clients before","Adobe Photoshop+Business Skills+Creative+Illustration+Portfolio Development+Surface Pattern Design"
1957353401,"Create Compelling Products: Design, Print & Sell Tea Towel Calendars with Photoshop and Spoonflower","Adobe Photoshop+Art+Calendars+Creative+Design Skills+Graphic Design+Print Design+Product Design"
1958257774,"Free Class - Watercolor Hummingbird: Easy & Fun Watercolor Project","Color Theory+Creative+Drawing+Fine Art+Illustration+Painting+Visual Arts+Watercolors"
